zgbh,icid
1970511   ,2053112368
1970529   ,0874991051
1970573   ,0065362167
844052    ,3532427470
846011    ,1809363226
852406    ,2062086592
853849    ,3783163620
856457    ,2064063984
857405    ,1349861914
860184    ,1575983620
861714    ,1799262089
862051    ,0674631981
1333177   ,0866246363
1333374   ,2062451040
1341737   ,0965548347
1342608   ,2673829243
34974     ,2717586156
38582     ,2945923970
74619     ,0949743114
756084    ,2622906064
757534    ,2977223633
757648    ,1575417716
1326578   ,4138196158
1327381   ,1787438443
1970780   ,1788272459
1970797   ,0778880599
1970998   ,2674006267
1971086   ,2057118912
1971186   ,1766689803
1971253   ,0778052855
1971254   ,2582069607
1971555   ,2919678209
1971573   ,2048888208
1971574   ,4137587054
1971606   ,3248053235
1971735   ,3248100403
1971896   ,2615465360
1971897   ,2106401360
1971915   ,0777854231
1972390   ,0779737527
1972462   ,2982637825
1982940   ,2103913504
1982959   ,1765029083
1983182   ,1762188474
1983204   ,2604586731
1983205   ,2052024416
1983241   ,2669871211
1983258   ,0966008427
1983259   ,1110035470
1983263   ,1781782683
1983303   ,2567352503
1983360   ,2064851408
1983375   ,3744079364
1983378   ,0066410103
1983392   ,2623080160
1983393   ,0066470263
1983410   ,0778044823
1983425   ,0768379415
1983442   ,0768117527
1983460   ,0866089403
1983461   ,4136478750
1983492   ,3528092878
1983493   ,2049863824
1983659   ,0768774343
1983676   ,0779745031
1983677   ,1763873803
1983691   ,2066473088
1983694   ,0779535255
1983708   ,1571025584
1983709   ,2625870048
1983726   ,1778734171
1983727   ,2069272128
1983840   ,2064708912
1983982   ,4129082654
1301788   ,0084414740
1306035   ,0967347083
1309536   ,2674216939
1958634   ,0778031319
1958980   ,2625238256
1963814   ,2069589440
1965837   ,2047873760
1966927   ,2069232544
1966960   ,2082377577
1967183   ,0065701479
1967201   ,3302526410
1967317   ,0065280663
1967703   ,2620276336
1967753   ,2053293008
1967754   ,2052815232
1967918   ,0869809467
1967961   ,2674539275
1968397   ,1783377627
1968398   ,0884353979
1969398   ,1768836795
1969524   ,1789495419
1969654   ,2627159312
1969655   ,2771144539
1969672   ,2674778539
1969732   ,0873985499
1969733   ,2623446656
1969736   ,0761436759
1969786   ,4128971710
1970433   ,0311578202
1970566   ,3535167310
1970583   ,0873673867
843900    ,2975964641
843980    ,2920177329
846557    ,2061187456
847114    ,3531138542
855727    ,0759287719
857402    ,0778230645
857802    ,1058012487
858226    ,3393624637
1333545   ,2978146305
1334401   ,3746365364
1334592   ,0758255658
1334952   ,4138072190
1336848   ,0968630587
1339210   ,0768370327
1342259   ,0065353431
3971      ,2063104944
903626    ,0311981002
1318183   ,2623736032
813653    ,0164036784
889612    ,2472850496
889993    ,2502973584
890328    ,2976308353
1970751   ,0768259447
1970769   ,2053734800
1970776   ,0758801194
1970808   ,2048389264
1970865   ,0770072663
1970922   ,2675839163
1970947   ,0777844935
1970989   ,2620646272
1971008   ,4139155854
1971019   ,4140789662
1971050   ,1780947739
1971057   ,0034116503
1971064   ,2061569040
1971189   ,4134561438
1971232   ,2063104144
1971284   ,0778754711
1971320   ,2676630395
1971724   ,2056920656
1972122   ,0777600679
1972136   ,2616665776
1972147   ,2049652464
1972161   ,2099420672
1982840   ,2102615344
1982979   ,0769938039
1983289   ,1778955563
1983339   ,2066061936
1983562   ,4133808910
1983623   ,2627278480
1983637   ,3739862875
1983655   ,3731600942
1983807   ,0968493531
1983825   ,4197848295
1983858   ,4140214878
1983937   ,0966688491
1983945   ,2662544251
1983963   ,2069194224
1983971   ,3536798526
1984022   ,3536919662
1984073   ,0760406426
1984085   ,0760494452
1984089   ,1768844731
1984137   ,2617713856
1302201   ,4138205998
1302578   ,2063932656
1302955   ,4138332526
1303770   ,4137914430
1309539   ,2669928315
1310018   ,2755377114
1310620   ,0979823611
1960497   ,4128951790
1960975   ,0768996167
1961408   ,1779578763
1963011   ,3783110532
1964634   ,0779293831
1966336   ,0778135783
1967709   ,0758763956
1968309   ,2061939472
1968340   ,0874071851
1968344   ,2674565675
1968358   ,4138775470
1969222   ,0873895675
1969229   ,2065983408
1969249   ,2061464656
1969256   ,0067330839
1969520   ,2062416400
1969688   ,0779562951
1969706   ,0778705975
1969754   ,0778703127
1969822   ,0778290039
1969908   ,2061883360
1969915   ,0874464923
1969990   ,0769552039
1970022   ,2068451280
1970034   ,2582204615
1970075   ,4134529406
1970125   ,2064395904
1970139   ,2675608091
1970158   ,2582177303
1970165   ,4134754398
1970201   ,1766580187
1970281   ,3530333918
1970324   ,2581926727
1970349   ,1764119067
1970356   ,2049828816
1970363   ,2069764352
1970447   ,0065796311
1970465   ,0083378068
1970536   ,2054438624
1970548   ,0869893307
1970555   ,0165796256
1970591   ,1789907227
1970598   ,0778027255
1970605   ,2066539904
1970617   ,2066703904
1970642   ,2624991792
843647    ,0959127733
843732    ,3739252561
843983    ,0760434106
856927    ,2673520587
859700    ,2062561408
1332054   ,1788728059
1332376   ,1116141086
1334263   ,2675774955
1335915   ,3524939902
1339519   ,1787339787
1340504   ,0086035348
832323    ,0078067844
897909    ,0030973892
899023    ,3252033955
900689    ,1111475566
1312024   ,4129417166
1315838   ,4130705438
1319043   ,2669807627
65967     ,4130400318
810720    ,3039008218
812843    ,2061167888
888250    ,0065404183
888847    ,1269354633
889802    ,3286815713
894161    ,2503355856
896242    ,3741874625
897453    ,2756137354
1293501   ,2671612123
1293544   ,0313199514
1367491   ,0769272119
1368180   ,0883568683
1970732   ,2671465067
1970764   ,2674140715
1970860   ,1578508912
1970909   ,2063988768
1971014   ,1768156571
1971051   ,1781765723
1971052   ,2626187600
1971134   ,2624525632
1971234   ,2103869088
1971321   ,2469114672
1971322   ,2774912875
1971375   ,2673695963
1971622   ,2625553504
1971685   ,2106711040
1971755   ,2102055408
1971765   ,2671759643
1971774   ,3534012078
1971880   ,0485445547
1971881   ,2054978064
1971974   ,0881205563
1972042   ,2675182123
1972159   ,2103047216
1972174   ,2622511264
1982813   ,0966475419
1983098   ,3530888974
1983112   ,0967666027
1983284   ,1767503579
1983395   ,2049221712
1983495   ,2058882160
1983526   ,2671478859
1983527   ,0066397543
1983610   ,1584936304
1983624   ,2069294640
1983625   ,1781979371
1983657   ,4287263662
1983806   ,2066986752
1983896   ,0866070155
1983913   ,1780284235
1983968   ,2062189616
1983969   ,2061165392
1984016   ,0003704769
1984067   ,1606238362
1984068   ,2675362683
1984084   ,2676549163
1984131   ,0778312151
1984132   ,2051669744
1302466   ,4138160574
1304824   ,0751084650
1304938   ,3739722929
1305606   ,2068943264
1306468   ,2672762267
1309978   ,2675588427
1310210   ,1116034990
1958932   ,0778286183
1962106   ,1788354411
1962270   ,2626174560
1962284   ,1578700976
1962663   ,1784278507
1963400   ,2064320912
1963439   ,2069394112
1963897   ,1565931280
1965701   ,2626143040
1966338   ,0067327703
1967686   ,2623798064
1967749   ,0760899031
1968065   ,2047879904
1968381   ,2627011456
1969134   ,2069161120
1969217   ,0779089463
1969234   ,0065230183
1969244   ,2624230208
1969355   ,2062897088
1969429   ,0779077111
1969521   ,2975427201
1969570   ,2070545168
1969701   ,0778198199
1969767   ,0777675991
1969802   ,3528142334
1969817   ,0779526135
1969909   ,1786315563
1969927   ,2673861659
1969928   ,3739933409
1969995   ,0777766167
1970013   ,2673264907
1970126   ,0870206587
1970127   ,0029573920
1970211   ,0762497850
1970326   ,2670036251
1970358   ,4134674414
1970362   ,2582179207
1970385   ,3531452750
1970417   ,2062384144
1970435   ,2625952768
1970452   ,0083693732
1970453   ,2047973616
1970467   ,2058900144
1970550   ,3542590389
1970603   ,0029734471
1970619   ,0029392416
1970705   ,4130012718
843520    ,2582040983
890557    ,1269914953
891134    ,2052645936
891618    ,1269060169
893694    ,3208169810
893774    ,1789063611
895283    ,0165910016
895690    ,3248293747
1322484   ,0065512359
1325786   ,0875076475
1970931   ,0779021159
1970956   ,2717457948
1970967   ,1798826041
1971173   ,2617808320
1971241   ,2625547312
1971289   ,0778017271
1971329   ,0868534667
1971336   ,2627038880
1971412   ,2626835600
1971575   ,2066493312
1971709   ,2048541072
1971793   ,0874241691
1971810   ,2051076800
1972077   ,2623495664
1972102   ,2061195616
1972318   ,1767425115
1972463   ,0968861947
1982817   ,1780146955
1982921   ,1355286826
1982946   ,2099484400
1982953   ,3247758067
1982960   ,0873970939
1982988   ,0973271371
1983078   ,1789181051
1983180   ,2061185440
1983203   ,2060814432
1983239   ,2064511616
1983253   ,0874040315
1983348   ,2676001835
1983362   ,4137414286
1983373   ,2669728763
1983380   ,2065216672
1983391   ,1786045611
1983423   ,2067183888
1983430   ,2102787856
1983441   ,3731884494
1983466   ,3531797950
1983480   ,3746362580
1983515   ,2503071264
1983522   ,1779993339
1983541   ,0873670459
1983664   ,0777734423
1983671   ,0778663239
1983678   ,2674252843
1983703   ,2064473840
1983714   ,0176737552
1983721   ,0768523607
1983728   ,0770097959
1983834   ,2676164603
1983843   ,3531589918
1983993   ,2071065456
1984005   ,          
2000810   ,2060947712
854776    ,1323780455
855329    ,2985275361
859428    ,1111081038
DH670     ,1056930183
1333340   ,2472267072
1333990   ,2673685755
1334622   ,1781012155
1335039   ,2673205707
1335114   ,4136731742
1339211   ,0873049867
1342132   ,4136784222
41924     ,1208849386
47384     ,2675088971
7428      ,2064907616
74946     ,0066534407
756474    ,0778749831
825613    ,0768753239
830045    ,2623311056
899615    ,3252250179
903049    ,2627222256
905190    ,0067086967
1312847   ,2673562107
1315785   ,1892162993
31801     ,3393239142
805731    ,0165186192
890340    ,0342484369
891244    ,3742006801
892893    ,3248143315
895917    ,3207390066
896258    ,3248213731
897231    ,3741754449
1301022   ,1650784261
1365935   ,2062055600
1365957   ,0165320880
1367978   ,2051504464
1371192   ,2674263451
1371251   ,3534120014
1371273   ,          
1371313   ,4135907790
1871874   ,4142100182
1871906   ,0837269323
1952852   ,4130488526
1954801   ,3284952689
1955095   ,3532735870
1956297   ,0873685627
1956676   ,2058479984
1957714   ,1786110619
796421    ,3504621386
843401    ,2626834144
880170    ,0311311018
881405    ,3333063041
881441    ,3247627987
881459    ,3740460161
1346365   ,2676234587
52595     ,3740065387
53731     ,2502751214
53961     ,2052634704
1970791   ,1770287099
1970951   ,3537104558
1970968   ,2058347872
1971093   ,2069009968
1971246   ,2103433664
1971277   ,2582535271
1971313   ,2668316283
1971415   ,0868434139
1971417   ,2066707024
1971716   ,1579891856
1971805   ,1579281488
1971925   ,3247946851
1972085   ,2069635712
1982818   ,3546643189
1982916   ,2048419520
1982933   ,2105562272
1982974   ,2106774128
1983103   ,2675654219
1983173   ,0867783179
1983185   ,0065455591
1983197   ,2066212624
1983199   ,2623148400
1983232   ,2065554560
1983234   ,2504703104
1983251   ,2069567408
1983370   ,1788373259
1983383   ,1125695550
1983385   ,0778094343
1983434   ,3534345310
1983436   ,2617073136
1983451   ,2504777440
1983468   ,1787829851
1983516   ,0878878747
1983518   ,2069330416
1983668   ,3247125123
1983683   ,2579830903
1983702   ,4129658702
1983715   ,1766446699
1983717   ,2936987828
1983719   ,0965907947
1983732   ,3248290723
1983734   ,2068806464
1983829   ,0867952379
1983831   ,          
2000839   ,2101787136
21613     ,0683153018
863840    ,2465463568
1337939   ,3530631838
756688    ,1350184890
757401    ,2748740171
757438    ,3926303339
757544    ,0758755178
757902    ,3055483467
760835    ,4122048718
762942    ,3529823454
897920    ,3247668963
1316343   ,0965423803
1318159   ,1766942123
1319286   ,0874451499
67448     ,0949434618
68570     ,0948610442
805838    ,2977387937
891347    ,1269314073
891364    ,2064611584
892731    ,0032443412
894002    ,3247463715
894115    ,2112419108
897363    ,1115318414
1367000   ,2058469968
1367013   ,2671984747
1367973   ,0876867531
1368432   ,0078848628
1370137   ,0967013019
1370189   ,1577457776
1371024   ,2058540224
1371160   ,2061729856
803330    ,0003774161
843361    ,0066169943
875924    ,1575620900
881271    ,2985550961
885159    ,4028631521
1345630   ,4138110798
1345717   ,0873273691
1352825   ,2054395696
1353417   ,2061704304
48260     ,0488793214
51151     ,1185073694
52168     ,0004884073
52237     ,0065342823
769401    ,1350503514
815337    ,3806233578
815463    ,2625985472
822449    ,1348849130
824091    ,1260735879
Z2672     ,1575859556
05458     ,3304835542
120123    ,2676242731
59652     ,3334326657
7915      ,0065600375
863890    ,1576802500
S1626     ,1352252890
T3378K    ,1575945268
1354606   ,2067682816
1355046   ,0768721975
1326838   ,2062717600
1327382   ,3502648458
1329826   ,0965579099
1970913   ,2064461584
852155    ,2625183808
858680    ,1788811291
1335111   ,0769141623
1335191   ,0065263431
1340217   ,0311781914
1341630   ,1763762251
1341631   ,2625985344
757324    ,3740121147
757338    ,0483964362
757720    ,1785635179
898901    ,0347523745
1312086   ,1798592681
1314166   ,3731369118
1315717   ,2066782608
805712    ,2058145600
811664    ,3739942651
812965    ,2061661696
892008    ,3149277458
892953    ,0067087415
894192    ,1323910183
894637    ,0760283892
895796    ,3741224017
1970862   ,1789881707
1970893   ,0978753147
1971015   ,2627241328
1971016   ,1767813243
1971053   ,1790153611
1971054   ,0778561607
1971067   ,1767424459
1971235   ,2103901920
1971236   ,2105438672
1971323   ,1789385243
1971460   ,2067143328
1971782   ,0867646331
1971783   ,2062543040
1971882   ,0777683415
1971883   ,0762312647
1971916   ,0778093383
1972157   ,0066890775
1972175   ,1580136816
1972371   ,2048516048
1972434   ,2627168560
1982983   ,1605789610
1983096   ,1568325950
1983097   ,0164371488
1983286   ,2048837104
1983342   ,2051341568
1983608   ,0769996503
1983609   ,0090610292
1983626   ,2583130823
1983627   ,2674400571
1983658   ,1789966523
1983861   ,2625000720
1983949   ,2051593440
1983952   ,0967820363
1983966   ,3537417342
1983967   ,4140886990
1984015   ,3529828926
1984018   ,2625972064
1984019   ,2062421616
1984069   ,2503071264
1984070   ,0166205792
1984082   ,2579856135
1984130   ,0779256967
1984133   ,2105262912
2000836   ,2101428352
1301933   ,1789273963
1303497   ,4135213022
1305540   ,4136730846
1305756   ,4140021854
1306188   ,2663731931
1309419   ,1120861710
1958995   ,1766995627
1959941   ,1789949243
1960757   ,2588086199
1961154   ,3207888706
1962268   ,2623165632
1964630   ,3247816611
1965006   ,2067308608
1965280   ,3741531297
1967091   ,1786706347
1967871   ,0966820315
1968052   ,2626770640
1968333   ,3251464707
1969133   ,0769551799
1969149   ,0769362631
1969245   ,1789023259
1969354   ,2674495307
1969357   ,1767027051
1969395   ,2660495684
1969569   ,0065204567
1969685   ,0779527303
1969702   ,0779684263
1969703   ,0779649719
1969750   ,0779621287
1969751   ,0778891047
1969819   ,0779332311
1969929   ,0767974455
1969993   ,4137654110
1970082   ,0768472231
1970092   ,1785212747
1970110   ,0968813595
1970161   ,3531018270
1970162   ,0484322922
1970180   ,2065922784
1970209   ,2049027936
1970310   ,2051053312
1970327   ,0460161290
1970328   ,2671523595
1970342   ,1763752267
1970359   ,2676427323
1970400   ,0974437963
1970451   ,2052817696
1970503   ,2622275024
1970533   ,0872924491
1970551   ,0778262791
1970552   ,2071069312
1970602   ,1768507454
1970620   ,0778610903
1970653   ,0768475399
843985    ,2677006395
846616    ,0869400875
1334387   ,3251366179
1335981   ,0868487467
1337914   ,2064653088
1338948   ,0867862219
1341708   ,1768815227
40305     ,2770698220
756119    ,0960978453
827175    ,1066761612
89857     ,3038790394
900660    ,1800787386
1311936   ,1604765770
1312670   ,2672815179
1312821   ,1604208906
1316622   ,2674071275
887237    ,          
887294    ,2668904731
889848    ,3528624142
890973    ,3739565697
891761    ,3739249665
893727    ,0601822349
894254    ,2504565104
897330    ,3731883646
1321756   ,0759181050
1324081   ,0485411099
1330669   ,1786247243
1970753   ,2675606379
1970760   ,2582076119
1970767   ,3333753809
1970778   ,0312218362
1970863   ,4137489390
1970949   ,2675531467
1971010   ,2059199632
1971017   ,1789834539
1971048   ,2048889088
1971055   ,0778572247
1971066   ,1768849499
1971116   ,2062698016
1971216   ,1578637600
1971230   ,2674800043
1971282   ,0779687575
1971318   ,3529048542
1971430   ,2066963728
1971448   ,0778654423
1971466   ,2069725392
1971550   ,2472595568
1971682   ,2063855680
1971740   ,3739967707
1971895   ,2064832624
1971946   ,0066577207
1972170   ,2099410112
1972177   ,2069663728
1972302   ,2624476144
1982995   ,2059268720
1983307   ,2061690320
1983337   ,2063456656
1983564   ,2062984112
1983596   ,0874242747
1983628   ,0873205915
1983639   ,0770361559
1983653   ,1788918203
1983816   ,2625779072
1983856   ,2675911147
1983940   ,2067309296
1983947   ,2675539435
1983954   ,0876237147
1983965   ,1605687194
1983973   ,2054329072
1983980   ,2049153312
1984013   ,2059905024
1984045   ,0065403639
1984087   ,2058791376
1984094   ,2625011376
1984105   ,4138407342
1984135   ,0779706631
861907    ,3782752676
862582    ,2009947019
FD244     ,          
1335299   ,2625702640
1335337   ,2063280080
756640    ,0960200293
757576    ,3739968011
898587    ,2064191680
899487    ,0067366647
1312033   ,2472373616
1312401   ,4130087678
1312783   ,4134639854
1312890   ,1780415947
1313769   ,2626800624
66541     ,3531342910
71079     ,2672763259
813641    ,2658249924
888981    ,1799229689
889600    ,0673292445
889807    ,2976522049
889926    ,4028703057
890087    ,1578516624
891047    ,2472982464
892011    ,3149059490
893904    ,0334486369
894159    ,3739764209
895034    ,2061133632
895653    ,2061210816
895903    ,3207455282
897470    ,1800301930
1293601   ,1786201915
1970946   ,1324571559
1970960   ,2626438064
1970999   ,3713113886
1971087   ,1790494523
1971252   ,0779614919
1971423   ,2066313312
1972322   ,1779795547
1972475   ,2061143632
1982939   ,2105687296
1982942   ,2103022400
1982957   ,2048401312
1983086   ,0779846215
1983176   ,3208262114
1983178   ,1788225131
1983181   ,2676462571
1983206   ,0778500487
1983243   ,0868193979
1983257   ,0461819626
1983260   ,2627101808
1983265   ,2064451568
1983302   ,3740114868
1983358   ,1577430176
1983359   ,2672742251
1983376   ,2420611754
1983377   ,0768537159
1983394   ,0779163863
1983409   ,1789369979
1983426   ,2069598880
1983427   ,4140236718
1983458   ,2579832903
1983459   ,2059566752
1983462   ,2056755056
1983511   ,3251464403
1983660   ,2674970683
1983674   ,0066022967
1983675   ,0310886410
1983707   ,1789621307
1983710   ,1578713392
1983725   ,1587777616
1983837   ,2674591019
1983838   ,0874131147
1983839   ,2048811776
1983983   ,2582080103
1983984   ,1767072091
1984101   ,2675607979
2000835   ,2060225776
1305691   ,2663722187
1305845   ,3532531166
1306338   ,1799216825
1958636   ,2066374096
1960163   ,2627004768
1960164   ,1789122091
1960396   ,2674830939
1960867   ,0769686887
1960962   ,0769474791
1961121   ,0778266503
1962646   ,2061816288
1964228   ,2625204752
1964851   ,0779682391
1967031   ,2625898512
1967216   ,4035707409
1967595   ,3535943934
1967659   ,0067388535
1967936   ,2060951760
1968168   ,2071076848
1968225   ,2067855200
1968334   ,3531404350
1968413   ,0779162439
1969588   ,2502704336
1969606   ,0873804523
1969656   ,2582032887
1969734   ,1787961243
1969735   ,2674165099
1969784   ,0777821015
1969785   ,0778664679
1969866   ,0779283207
1969896   ,2060962096
1970094   ,3248000307
1970145   ,2066701792
1970160   ,2625124976
1970195   ,1785141467
1970325   ,4140194878
1970434   ,2674784859
1970516   ,4140932670
1970534   ,3546694181
1970567   ,0967795899
844025    ,0868283611
848364    ,2617624845
849506    ,0975076939
853696    ,2060895776
854768    ,3383651060
855762    ,1691048413
862381    ,0027878244
H3792     ,0486224203
1340065   ,2067781248
1340231   ,0865535739
1341087   ,1783276843
1341103   ,2061936432
1341702   ,1768156283
1341742   ,1789687627
40973     ,3284879937
756938    ,2067202528
1315667   ,3072327707
889278    ,0968205067
890302    ,2064253936
890712    ,2975870721
891371    ,0065648695
895537    ,2048387552
897110    ,0871181386
1325764   ,0873757579
1970952   ,2047853104
1970969   ,2673048555
1970988   ,0777960391
1970991   ,0868166459
1971038   ,3247914643
1971245   ,2105753984
1971414   ,1789609931
1971416   ,4035613217
1971695   ,0777815815
1971924   ,2102355712
1972370   ,0164093088
1982819   ,0335037313
1982917   ,1715957207
1982934   ,2099986336
1982947   ,2102921152
1982949   ,2104630080
1982994   ,1768653547
1983076   ,2069333264
1983119   ,2663552683
1983159   ,2623838304
1983177   ,2673151211
1983179   ,0867969563
1983184   ,0084157412
1983196   ,2672300235
1983198   ,4129494126
1983215   ,2627175536
1983235   ,2976863681
1983248   ,2626203024
1983250   ,1707021191
1983252   ,2059414784
1983384   ,2067281888
1983386   ,1789884315
1983403   ,0777769895
1983435   ,2064317552
1983437   ,0065074679
1983452   ,2627168240
1983469   ,1764266251
1983519   ,0778901543
1983665   ,2624428576
1983667   ,1789607915
1983669   ,1789025707
1983682   ,3247405107
1983684   ,0065530999
1983699   ,2066682976
1983701   ,0065348407
1983716   ,0762052282
1983718   ,0778503159
1983733   ,0874756539
1983735   ,0778338807
1984061   ,0869438123
2000814   ,2101681216
854625    ,2051337520
G0735     ,2048785376
1335343   ,1801973482
1335422   ,2671744203
1337259   ,2065359520
1337938   ,2472392864
1341066   ,0256505370
1341780   ,0978102811
1342118   ,4129069038
47550     ,2976752753
829674    ,0166178144
898599    ,0173642256
903407    ,4130763646
904694    ,0767977047
1312259   ,4137211438
1315514   ,4131015838
1315986   ,3207767186
66469     ,2466294304
7164      ,1444739101
812445    ,0030031476
814123    ,1349503802
890334    ,0481977386
891173    ,2472528160
891243    ,0768590599
894200    ,1057807223
1291845   ,0311658154
1300596   ,1788996299
1300967   ,2061585952
1367064   ,4289282702
1367510   ,2675278539
1368382   ,2675454795
1368906   ,0873057307
1955775   ,2064365616
842271    ,1648860053
879721    ,2051015904
880641    ,3285458897
881436    ,4034975953
881753    ,2624253968
L1537     ,0816683629
1342868   ,0867739803
1344354   ,0769583831
1347998   ,4035656849
1349672   ,2064462384
1349806   ,2047094896
52552     ,2662518491
54176     ,3250704467
54310     ,2502402942
A9669     ,4121039822
09238     ,2618605005
1281966   ,1605276826
1281968   ,1605933674
864028    ,0777997781
869501    ,3543278005
1322478   ,1788302555
1327770   ,0089358308
1330916   ,0768627911
1970745   ,2675243019
1970784   ,0777670615
1970786   ,2061216880
1970984   ,2066502016
1971090   ,2061807920
1971188   ,0778795767
1971247   ,2068013936
1971249   ,2106246384
1971256   ,2069415216
1971276   ,2060110720
1295446   ,4130470110
1367043   ,2674911611
1367713   ,2669797947
1953626   ,0779110839
1957953   ,2985540449
837122    ,2112416356
839789    ,1349888890
875447    ,2472904656
877234    ,1269594697
881435    ,3741663569
881512    ,3529126510
881548    ,3740184673
K0545     ,2066953728
1346340   ,0312612794
1347367   ,3713414094
52027     ,0870666570
52192     ,3531006510
53699     ,1715522110
818381    ,0035659345
818808    ,3806047978
1301625   ,1782266443
1302124   ,4137365486
1302487   ,4135487950
1302921   ,4140354878
1304852   ,0762093495
1958339   ,0779288855
1959423   ,2052752544
1960167   ,1781903291
1960959   ,1768093547
1961714   ,2066994352
1324622   ,2623008016
1329369   ,3531230478
1970758   ,1788211851
1970771   ,0768943575
1970773   ,0874748171
1970835   ,2054362832
1970935   ,3528229678
1970937   ,2064535376
1971006   ,3247618435
1971021   ,1112163118
1971060   ,0779618311
1971062   ,0777742455
1971111   ,2675255883
1971162   ,3530863134
1971196   ,0866738059
1971295   ,0769552903
1971431   ,1789547131
1971451   ,0874240267
1971453   ,2676083051
1971629   ,0965516315
1971688   ,2101215632
1971692   ,0311149690
1971741   ,2054285072
1971775   ,0478338715
1971776   ,1767449323
1971922   ,2099910832
1972131   ,2105670800
1972133   ,1765399291
1972135   ,2625309072
1972165   ,2101694000
1972167   ,2102784000
1972182   ,4286938318
1972541   ,1577145920
1983009   ,2066965920
1983024   ,1781445147
1983333   ,0066528471
1983401   ,3531232366
1983565   ,1798387801
1983813   ,0967596795
1983828   ,2582102647
1983919   ,2756422634
1983943   ,2674327163
1983958   ,1788920747
1983977   ,1783620059
1984026   ,3537189646
1984058   ,2060223184
1984074   ,2101607616
1984091   ,2066649760
1984093   ,2099824144
1984106   ,0778910263
1984108   ,1582880000
1984138   ,2676529563
1984142   ,2053739360
F1027     ,2756921820
1332216   ,2066093536
1335609   ,0256545530
1338053   ,1788667243
1341688   ,1767125339
1341783   ,0066953767
1341915   ,1788176779
759684    ,0867828779
899160    ,3248289523
888471    ,3303291290
890911    ,2503243808
891753    ,4027930001
894401    ,3815287044
897220    ,4130133230
897225    ,2625300336
1300788   ,1790308795
1300882   ,4128899726
1366023   ,1785340923
1368287   ,1712419143
1368750   ,2049883104
1369207   ,2676636251
1369528   ,1780976011
1371279   ,2675877931
1371316   ,4135424830
1953186   ,3731480446
1953655   ,1058274775
795193    ,2056994192
840483    ,0311603642
875579    ,2465814880
881401    ,1692311885
881480    ,3742005793
881574    ,0341916817
881898    ,3248122003
885656    ,1269731993
1349702   ,2054715040
48261     ,1489643879
51592     ,2675526091
52169     ,2625027392
52171     ,0004881984
52359     ,2673144539
53901     ,0283579927
818812    ,2051592672
56286     ,1482744450
864371    ,2503349168
872516    ,2469079328
1282234   ,4130255598
1287067   ,3535220046
1288615   ,4130417566
1290953   ,1604756954
1357435   ,2062470192
1322043   ,1768652827
1970738   ,0777697719
1970755   ,2057950816
1970757   ,0768106215
1970802   ,0778215063
1970919   ,2674775435
1970921   ,2067206288
1970938   ,0873074107
1971005   ,2625151168
1971007   ,2066122112
1971059   ,0779387479
1971061   ,0778342935
1971112   ,0032032564
1971193   ,2064857440
1971195   ,4136940350
1971229   ,0779656551
1971316   ,0311888314
1971432   ,0778045303
1971467   ,0760427770
1971687   ,1766972075
1971698   ,0876491915
1971715   ,1577356352
1971888   ,2068775376
1972166   ,2052120592
1972183   ,0869228155
1982976   ,2063700880
1983008   ,2048319680
