zgbh,icid
C9464     ,0065210151
1371264   ,0065229495
1969234   ,0065230183
810213    ,0065234231
1343041   ,0065239191
1335191   ,0065263431
1984155   ,0065265479
C9428     ,0065268007
1967317   ,0065280663
1970187   ,0065282503
1967482   ,0065303671
C9431     ,0065306311
1281666   ,0065315287
1969537   ,0065319911
C9391     ,0065322567
1969528   ,0065324503
52237     ,0065342823
1984030   ,0065346007
2001460   ,0065347895
1983701   ,0065348407
1968818   ,0065349319
1342259   ,0065353431
1983497   ,0065354279
1984044   ,0065354279
1970573   ,0065362167
1971948   ,0065362679
C9353     ,0065365031
C9498     ,0065376327
C9638     ,0065392855
1969549   ,0065395463
1984045   ,0065403639
888250    ,0065404183
1952474   ,0065434695
820536    ,0065439111
1367737   ,0065451143
1952716   ,0065451783
1970437   ,0065452487
C9389     ,0065454631
1983185   ,0065455591
1341672   ,0065470119
1287907   ,0065492327
1322484   ,0065512359
839718    ,0065513879
C9450     ,0065517351
1983684   ,0065530999
C9338     ,0065548183
C9723     ,0065548951
1339172   ,0065552663
C9379     ,0065552871
C9378     ,0065553191
C9368     ,0065580487
874635    ,0065593063
C9641     ,0065599687
7915      ,0065600375
C9452     ,0065600567
1972468   ,0065602855
L3460     ,0065639639
1972335   ,0065647895
891371    ,0065648695
C9447     ,0065650279
C9351     ,0065651079
C9465     ,0065661703
1952533   ,0065671399
1970442   ,0065683063
2001609   ,0065694807
1971842   ,0065696615
1967183   ,0065701479
C9376     ,0065703287
897071    ,0065704951
1967699   ,0065717543
1341083   ,0065741575
C9467     ,0065777735
1952482   ,0065786407
1970447   ,0065796311
1952456   ,0065796583
C9435     ,0065817687
1952694   ,0065820535
1983396   ,0065848375
C9333     ,0065860455
C9665     ,0065872759
1967999   ,0065912535
1969539   ,0065915527
1300619   ,0065915863
C9366     ,0065927255
C9385     ,0065930663
C9499     ,0065932503
1365680   ,0065953191
882928    ,0065953223
C9416     ,0065954151
1958552   ,0065961719
1983674   ,0066022967
1972331   ,0066023031
1288374   ,0066040471
C9825     ,0066047191
1964732   ,0066112967
C9425     ,0066114935
1983304   ,0066114951
C9658     ,0066117063
C9409     ,0066117175
899917    ,0066127447
1968308   ,0066135703
1969550   ,0066136167
843361    ,0066169943
C9463     ,0066171959
1982820   ,0066173447
1971959   ,0066174647
1969627   ,0066192695
C9380     ,0066193847
C9377     ,0066194407
C9418     ,0066195655
C9114     ,0066212007
1968459   ,0066231607
1293532   ,0066250023
C9458     ,0066251463
1967180   ,0066285223
2001395   ,0066297047
1966847   ,0066305495
C9327     ,0066309463
1983331   ,0066311031
C9421     ,0066340007
877967    ,0066353095
1360128   ,0066358775
1967351   ,0066359063
C9352     ,0066359223
843203    ,0066360919
C5223     ,0066362919
C9433     ,0066373975
C9681     ,0066394679
C9336     ,0066395863
1983527   ,0066397543
1954565   ,0066401367
1970501   ,0066403079
1983378   ,0066410103
1983621   ,0066436311
C9446     ,0066437623
1969575   ,0066441575
1969363   ,0066444807
1983393   ,0066470263
C9466     ,0066473159
1971995   ,0066476855
1952311   ,0066499415
1305654   ,0066510359
2001466   ,0066515223
1982815   ,0066522487
1983333   ,0066528471
74946     ,0066534407
C9420     ,0066543799
C9408     ,0066564215
1971946   ,0066577207
C9653     ,0066620151
1969544   ,0066621063
1982880   ,0066625079
C9833     ,0066639031
C9660     ,0066639991
63895     ,0066640647
1967267   ,0066640743
C9461     ,0066643207
1967133   ,0066644391
881812    ,0066647287
C9343     ,0066650615
1972488   ,0066663639
1969630   ,0066666407
1964615   ,0066668551
1329108   ,0066690215
1969225   ,0066691879
C9451     ,0066722951
C9171     ,0066726855
852726    ,0066730071
1983134   ,0066732871
C9417     ,0066743495
2001445   ,0066743863
1984102   ,0066743975
1970584   ,0066748103
C9349     ,0066749223
C9422     ,0066768263
1971452   ,0066792263
1969547   ,0066797191
C9373     ,0066797255
C9367     ,0066797463
C9382     ,0066801959
1967697   ,0066833943
1963937   ,0066838279
C9712     ,0066850711
C9335     ,0066860279
C9740     ,0066862375
1969207   ,0066863591
1967244   ,0066864823
153511    ,0066872887
C9429     ,0066872919
C9344     ,0066880615
C8617     ,0066886359
1972157   ,0066890775
C9419     ,0066900647
C9358     ,0066940039
1970775   ,0066942039
843075    ,0066942999
1969296   ,0066945287
1341783   ,0066953767
C9372     ,0066973943
C9657     ,0066975751
C9386     ,0066976007
1969624   ,0066987431
1969631   ,0066991015
1969613   ,0066995223
1966243   ,0066998855
C9434     ,0067001319
C9381     ,0067022919
1968540   ,0067041495
1969157   ,0067048119
54256     ,0067051047
1983323   ,0067079911
897315    ,0067085095
905190    ,0067086967
892953    ,0067087415
1970530   ,0067087895
C9407     ,0067099895
C9342     ,0067109447
C9726     ,0067114007
1952546   ,0067116535
1984115   ,0067128311
889259    ,0067134887
1972514   ,0067138583
1983551   ,0067169271
1356559   ,0067177687
1952471   ,0067179191
1952545   ,0067179335
46864     ,0067186727
C9423     ,0067197127
C8633     ,0067216823
1970438   ,0067222791
895102    ,0067224087
C9405     ,0067225255
C9369     ,0067226599
C9360     ,0067244231
C9442     ,0067247655
C9424     ,0067258215
847033    ,0067260951
1952616   ,0067262695
1969182   ,0067262967
2001446   ,0067269239
1952503   ,0067271431
1967508   ,0067294039
1963859   ,0067296743
1969538   ,0067308391
1966338   ,0067327703
1959578   ,0067328599
1969256   ,0067330839
1968312   ,0067333847
1363251   ,0067358151
1972539   ,0067359687
899487    ,0067366647
C9448     ,0067366695
1970436   ,0067377047
C9383     ,0067386487
1967659   ,0067388535
48041     ,0067389847
1967228   ,0067392423
1971270   ,0067396663
1971957   ,0067419207
897740    ,0067441959
C9387     ,0067446871
890005    ,0067458471
892346    ,0077679540
832323    ,0078067844
1984066   ,0078346548
1971380   ,0078803108
889545    ,0078843716
1368432   ,0078848628
1971694   ,0078858260
C8503     ,0081761364
C8614     ,0082018100
1984110   ,0082447748
1339182   ,0082477764
1972310   ,0083072868
1969992   ,0083077220
1970465   ,0083378068
1970452   ,0083693732
1364597   ,0083726548
1967165   ,0083860292
C8550     ,0083862292
1983184   ,0084157412
1953117   ,0084259204
1971967   ,0084308804
1301788   ,0084414740
1953025   ,0084521876
1960864   ,0084891716
1960537   ,0085285876
1972442   ,0085620900
1964710   ,0085858612
1340504   ,0086035348
1368258   ,0086131124
1972441   ,0086484340
843421    ,0087207060
2001388   ,0087310100
2001369   ,0087354036
1965082   ,0087355972
1283159   ,0087683252
1958398   ,0088503524
1350622   ,0088522596
1968997   ,0088981492
1961106   ,0089075492
1967554   ,0089133332
C8615     ,0089171780
1962642   ,0089240724
1327770   ,0089358308
1954867   ,0089384964
1952082   ,0089385092
2000827   ,0090185556
1983609   ,0090610292
1341671   ,0091023716
1970090   ,0091780276
1983661   ,0151054352
1962105   ,0154427344
1969675   ,0161625536
890331    ,0161625552
1302279   ,0161626592
1969894   ,0161626608
54104     ,0161626624
127013    ,0161626640
1367275   ,0161780720
1333790   ,0161780752
890182    ,0161780832
C8535     ,0161782864
1352753   ,0161784848
1363002   ,0163374992
843409    ,0164031648
1952262   ,0164032720
899092    ,0164032736
1971744   ,0164035888
813653    ,0164036784
1970232   ,0164048512
1970214   ,0164052592
1971468   ,0164052752
1983554   ,0164073968
1959239   ,0164091152
1972370   ,0164093088
1354638   ,0164094032
1972367   ,0164094048
897435    ,0164096832
843803    ,0164096848
1970483   ,0164349296
1972414   ,0164371440
1983097   ,0164371488
46959     ,0164375552
51987     ,0164498000
1970875   ,0164535504
1972344   ,0164535696
1970222   ,0164904480
1983540   ,0164907584
1970633   ,0165184656
1968099   ,0165185104
R0232     ,0165186160
805731    ,0165186192
1965921   ,0165186224
1970673   ,0165186240
1962722   ,0165310112
1365957   ,0165320880
1350128   ,0165673392
1362739   ,0165759664
1970555   ,0165796256
4889      ,0165908128
840461    ,0165908144
1956411   ,0165910000
895283    ,0165910016
1984001   ,0165910032
66550     ,0165910096
829674    ,0166178144
897020    ,0166178160
T3664     ,0166205568
1984070   ,0166205792
1963551   ,0166206784
1303906   ,0166206800
1970965   ,0166206816
1971814   ,0166207728
1983580   ,0166277392
881841    ,0166332930
1964632   ,0166345378
839764    ,0166942000
1362151   ,0166942032
1362211   ,0167968098
898599    ,0173642256
1371196   ,0176016592
1983714   ,0176737552
1952464   ,0255256442
1972465   ,0255377722
1971081   ,0255645834
2001619   ,0255651674
1341066   ,0256505370
1335609   ,0256545530
1282846   ,0256617914
1286191   ,0256891706
1970474   ,0257038346
47474     ,0257666618
1371060   ,0257755098
892713    ,0257988682
52175     ,0258111530
1331798   ,0258365274
53938     ,0258379290
7315      ,0258433978
C9642     ,0258488970
C8191     ,0258536378
1362357   ,0258806026
1970737   ,0258812330
1972202   ,0258915162
865891    ,0258934346
1969364   ,0259094042
889131    ,0259259450
1368859   ,0259273450
1329553   ,0259371962
1965573   ,0259582714
1969612   ,0259618666
120108    ,0259624346
C7897     ,0259636282
897443    ,0259672410
1952565   ,0259880618
1362281   ,0259950266
1983382   ,0259988250
1967140   ,0279146132
1371274   ,0279830772
1970454   ,0280049060
6182      ,0281399764
1284523   ,0281574196
53901     ,0283579927
48730     ,0299818174
C3029     ,0299883966
47161     ,0300750478
C3059     ,0300779822
00358     ,0300970718
B1402     ,0301073310
05844     ,0301370398
51241     ,0301426830
51408     ,0301602046
1984125   ,0304640390
1286234   ,0310861130
1344582   ,0310880410
1983675   ,0310886410
C7930     ,0310926170
C7151     ,0310947434
1983805   ,0310955018
C7185     ,0310978170
1968942   ,0311032682
897127    ,0311080362
843594    ,0311135178
1971692   ,0311149690
C7133     ,0311167866
903001    ,0311209546
1310863   ,0311212954
1282103   ,0311250874
1341651   ,0311267706
C7191     ,0311286010
C7153     ,0311305978
880170    ,0311311018
902826    ,0311352634
1310054   ,0311357466
1312355   ,0311358986
1970537   ,0311395546
C7101     ,0311447546
1969536   ,0311455802
1306644   ,0311500586
1983388   ,0311539498
C7170     ,0311549274
1970581   ,0311555066
1970433   ,0311578202
1984002   ,0311591466
1353849   ,0311593594
1970782   ,0311602954
840483    ,0311603642
1962376   ,0311607786
1291845   ,0311658154
1972491   ,0311663130
1282197   ,0311668058
C7196     ,0311683898
C7159     ,0311726794
1983295   ,0311742842
C7890     ,0311762970
C7197     ,0311768042
1340217   ,0311781914
1286160   ,0311835274
C7165     ,0311841018
C7166     ,0311878298
1971316   ,0311888314
C7182     ,0311924586
903626    ,0311981002
1317217   ,0311997050
C7116     ,0312004090
903234    ,0312056218
C7115     ,0312076058
1983537   ,0312137882
C7164     ,0312211674
1970778   ,0312218362
1293564   ,0312331834
C7154     ,0312331962
C8501     ,0312340858
C9056     ,0312344906
905178    ,0312346858
1331837   ,0312385994
C7125     ,0312386298
1983374   ,0312396986
48765     ,0312402170
897141    ,0312412922
C7178     ,0312470666
1306457   ,0312498922
897186    ,0312500474
1282495   ,0312518266
1963696   ,0312531466
2000828   ,0312542938
895849    ,0312545066
1956113   ,0312560298
1346340   ,0312612794
1308765   ,0312647290
1286326   ,0312664842
1971903   ,0312676378
C7199     ,0312762938
1280097   ,0312764314
1972342   ,0312798890
1970720   ,0312807450
C7171     ,0312810346
1367724   ,0312850090
897187    ,0312900954
39583     ,0312903786
C7931     ,0312955738
C7127     ,0313057562
902734    ,0313081418
C7194     ,0313087978
C7126     ,0313139418
1336437   ,0313139594
2001552   ,0313150554
903032    ,0313169642
1317161   ,0313180314
1362433   ,0313187530
1971697   ,0313198954
1293544   ,0313199514
C8063     ,0313202186
905732    ,0313208314
903320    ,0313221658
20655     ,0314607012
20673     ,0314639172
20453     ,0314658212
26524     ,0328197178
26698     ,0330012074
882330    ,0332378897
C6363     ,0334253953
881201    ,0334376385
881204    ,0334431665
893904    ,0334486369
881369    ,0334745617
C9677     ,0334977361
1982819   ,0335037313
881568    ,0335040289
C6471     ,0335041953
890064    ,0338606673
C9661     ,0338698097
881615    ,0339954177
871299    ,0339971041
881191    ,0340016289
889341    ,0340017217
1310698   ,0340039921
881574    ,0341916817
889102    ,0341986353
890340    ,0342484369
1983597   ,0344533761
898901    ,0347523745
1288874   ,0347632065
1871939   ,0353375509
844051    ,0459989642
1970327   ,0460161290
756100    ,0460699770
120005    ,0460865178
70390     ,0460884842
835242    ,0460928266
B2114     ,0460952234
1983257   ,0461819626
757043    ,0461926058
757197    ,0462346138
70688     ,0462347002
843838    ,0462347114
C3562     ,0462784922
756001    ,0462787130
1983007   ,0463774714
844167    ,0464369146
1968899   ,0464369866
1982987   ,0471953275
1971775   ,0478338715
1969082   ,0479155003
1972301   ,0479875755
1969509   ,0480180059
56140     ,0480342955
891729    ,0480638757
1966304   ,0481138907
890334    ,0481977386
876753    ,0482156107
1970197   ,0482348778
70439     ,0482868986
66552     ,0482945610
877738    ,0482972202
756713    ,0482973194
71679     ,0482994474
880864    ,0483128218
71766     ,0483218858
757304    ,0483397258
C4160     ,0483514986
872363    ,0483645386
756761    ,0483646426
855312    ,0483731402
757338    ,0483964362
70209     ,0484011962
66556     ,0484073642
756069    ,0484074682
70240     ,0484107002
70215     ,0484175050
1970162   ,0484322922
764172    ,0484323610
66472     ,0484381370
2001357   ,0484382554
1953555   ,0484395658
1307241   ,0484651242
C8283     ,0485065803
1306699   ,0485096219
1312787   ,0485281659
1956651   ,0485312651
1983329   ,0485371723
1953024   ,0485386379
1324081   ,0485411099
1971880   ,0485445547
120116    ,0485558635
1971095   ,0485578875
3856      ,0485709195
1970347   ,0485948859
818770    ,0486157435
2001590   ,0486190171
H3792     ,0486224203
898473    ,0486405531
1969518   ,0486456603
1982913   ,0486459003
832026    ,0486507403
1963621   ,0486542987
1968169   ,0486565323
66456     ,0486567051
1970273   ,0486617499
1360446   ,0486733547
1331137   ,0486798667
48260     ,0488793214
04013     ,0488798094
843578    ,0488800478
49713     ,0488871966
49442     ,0488878558
51346     ,0488898638
49030     ,0488947502
B0561     ,0488949486
51322K    ,0489012190
53972     ,0522590487
1984163   ,0583871938
1957421   ,0586827506
6780      ,0600709143
890097    ,0601315325
893727    ,0601822349
859199    ,0607575541
838930    ,0607803989
00277     ,0871016330
00478     ,0761297018
00962     ,0775407237
02756     ,0969124251
06724     ,0768102903
09171     ,0959298245
09345     ,1023240700
09494     ,0768820279
21613     ,0683153018
24328     ,0769278055
24550     ,0790587060
25405     ,0870991802
28740     ,1006678066
28941     ,0683386298
30310     ,0684978330
30572     ,0959142197
30924     ,0769711063
33031     ,0683356810
33579     ,0683175354
33666     ,0870917914
33909     ,0873406251
35795     ,0870801898
39731     ,0868123355
42011     ,0871089178
46944     ,1023149548
46961     ,0969317179
47547K    ,1016279842
47728     ,1016245538
48513     ,1023157132
T2886     ,0960302053
49049     ,0793402133
49497     ,0948610874
49597     ,1016188066
10094     ,0875339066
1668      ,0787230629
3474      ,0869599771
10178     ,0762114042
00016     ,0871133450
51747     ,0774710485
51842     ,0776782949
52011     ,0969421147
52143     ,0768089111
52206     ,0724244759
52215     ,0959297925
52223     ,0769492615
W2936     ,0885800221
53406     ,0958809749
09164     ,0873745099
39197     ,0776887045
47476     ,0877802139
48385     ,1016428978
B0353     ,0768522375
51223     ,0869874203
51287     ,0960417349
51393     ,0759612986
52346     ,0949191530
52677     ,0760292554
52948     ,0960561669
52112     ,0776619781
52155     ,0959274325
53308     ,0875678187
53470     ,0959269909
54765     ,0958705877
52027     ,0870666570
53799     ,0798299927
53815     ,0864687895
53960     ,0750860282
57918     ,0769473223
R0231     ,0885226301
M4064K    ,0779797831
59945     ,0760648058
65970     ,0948477674
66656     ,0757877882
66665     ,0948363610
67163     ,0949059418
67209     ,0759275066
67448     ,0949434618
67569     ,0949148058
68179     ,0947396666
68570     ,0948610442
70110     ,0779696423
70143     ,0974680954
71423     ,0947526298
74032     ,0950959562
74608     ,0759773882
74619     ,0949743114
74940     ,0866294510
759684    ,0867828779
760517    ,0761056010
760694    ,0960829701
760837    ,0968382907
761833    ,0950850794
761845    ,0949679578
756119    ,0960978453
762869    ,0950934602
756148    ,0961162741
763477    ,0885564093
756171    ,0949689594
99533     ,0870513882
756298    ,0948454586
756302    ,0949760618
770845    ,0664629117
756454    ,0777370549
772625    ,0776330085
773020    ,0949265562
756474    ,0778749831
774704    ,0949231850
777293    ,0768032903
779344    ,0967332667
756640    ,0960200293
756697    ,0774834613
756770    ,0948569786
794450    ,0761813239
756880    ,0793397429
804710    ,0768676455
C-134     ,1022146092
C3926     ,0761059079
808942    ,0768440903
809014    ,0960200053
809206    ,0768974183
757046    ,0948461482
812926    ,0869761099
C4895     ,0761169322
C4901     ,0762265207
814861    ,0968661003
815201    ,0949026922
757198    ,0761223418
757296    ,0762348122
757452    ,0961161077
757544    ,0758755178
757565    ,0755020010
825613    ,0768753239
825764    ,0676510653
757603    ,0672328509
826439    ,0960668245
826459    ,0759202487
C5177     ,0675999133
826978    ,0673489821
827042    ,0875327211
757658    ,0885800941
757688    ,0777869061
829256    ,0774819061
757794    ,0950827050
832857    ,0960202853
832869    ,0958791125
757818    ,0960199941
7640      ,0959274901
757822    ,0960308533
833753    ,0777713525
835458    ,0793396885
L1537     ,0816683629
7756      ,0776329013
839229    ,0672651373
839394    ,0769762023
757956    ,0966875611
841644    ,0770090503
842112    ,0968331099
757970    ,0959274053
C5638     ,0777865589
842919    ,0672659037
844396    ,0768282151
844500    ,0968938939
843242    ,0777406629
845670    ,0677566749
845951    ,0961162997
846416    ,0777926149
846616    ,0869400875
0807      ,0960757269
843323    ,0966874299
847268    ,0672654269
849408    ,0677408493
843375    ,0769691399
849506    ,0975076939
851180    ,0673249917
851515    ,0673473789
843432    ,0778030791
853816    ,0760363511
854976    ,0778067941
855727    ,0759287719
856299    ,0968424395
6556      ,0777409365
857402    ,0778230645
C6007     ,0961214533
843629    ,0774716661
843647    ,0959127733
843660    ,1057194535
89801     ,0961162757
DH670     ,1056930183
862037    ,0769938711
862051    ,0674631981
862205    ,0960667269
864028    ,0777997781
864791    ,0768565143
867004    ,0768450423
867140    ,0875143547
868567    ,0968152843
869450    ,0787239237
869531    ,0948598250
869537    ,0769532423
843836    ,1056939511
C6289     ,0761001914
843868    ,0874070027
872495    ,1057231399
843983    ,0760434106
873215    ,0777849527
844006    ,0966760683
844016    ,0966843163
844025    ,0868283611
877356    ,1057234327
878555    ,0768807943
880411    ,0969384987
7653      ,0965115643
C6478     ,0761272762
885678    ,1056786999
881363    ,0757801690
889154    ,0869793467
889278    ,0968205067
889381    ,0778024439
889600    ,0673292445
889731    ,0768450615
889828    ,0978044747
889904    ,0866339163
890166    ,1057224759
3355      ,0762463210
881489    ,0875246538
890556    ,0758762874
890666    ,0974506875
881564    ,0949869434
890682    ,0777410725
890778    ,0885245053
891097    ,0779834759
891243    ,0768590599
881638    ,0968655435
881644    ,0758308458
881674    ,0760663194
892266    ,0992053607
892594    ,0965957675
881707    ,0774632837
892856    ,0760604234
893479    ,0776785141
893747    ,0759761754
881826    ,0665228205
881828    ,0769747303
894637    ,0760283892
894888    ,0769791847
895180    ,0768156887
895793    ,0973995659
896287    ,0867685755
896883    ,0971262827
897937    ,0969244155
898206    ,0770332247
901799    ,0769418711
902364    ,0967460027
902514    ,0768257463
897109    ,0966720795
897110    ,0871181386
904694    ,0767977047
897179    ,0761430026
1280324   ,0949442666
897222    ,0967329467
1281957   ,0965743467
1283417   ,0768753991
897322    ,0757062138
897317    ,0752554186
1285440   ,0768536631
897337    ,0768060359
1285983   ,0965076923
1286043   ,0752546346
1286090   ,0768993863
1286718   ,0751099418
1286723   ,0965797931
1287158   ,0743551831
897388    ,0752885594
1288317   ,0965383147
1293993   ,0769218519
1294385   ,0967537883
1293493   ,0768119367
1300397   ,0869031435
1300531   ,0778154535
1301762   ,0966827675
1301811   ,0965116139
1302028   ,0779654295
1302117   ,0762224666
1302295   ,0968391691
1303236   ,0760633258
1303980   ,0768084631
1304797   ,0769044087
1304824   ,0751084650
1304852   ,0762093495
C7950     ,0761570106
1306035   ,0967347083
1293548   ,0751366890
1293555   ,0883762491
1306158   ,0768370375
1306490   ,0769337831
1306759   ,0758541018
1307299   ,0759507306
1293591   ,0762601466
1200057   ,0755471850
1293606   ,0760088618
1309600   ,0757798730
1293607   ,0769795367
1309958   ,0950042538
1310036   ,0969593915
1310063   ,0761333002
C8096     ,0949044202
1310620   ,0979823611
1310697   ,0867781403
1341608   ,0756514682
1312682   ,0868305803
1314327   ,0968741179
1314486   ,0978241723
1314614   ,0978351995
1314912   ,0968828827
120117    ,0968871947
1315953   ,0762046266
1316343   ,0965423803
1316458   ,0762058522
1316597   ,0868862043
1317300   ,0768828711
1317363   ,0759611002
C8152     ,0761188970
1200080   ,0968268971
1318172   ,0768004263
P119      ,0975956523
1319103   ,0874796843
1319286   ,0874451499
1319573   ,0759116570
1319576   ,0768937575
1321062   ,0967638619
1321756   ,0759181050
1322039   ,0779725431
1322118   ,0777928743
C8190     ,0762203690
1324729   ,0968434699
7575      ,0968718363
1341737   ,0965548347
C8220     ,0882907115
C8221     ,0868499419
C8222     ,0874516571
C8237     ,0867862107
C8238     ,0868941259
C8239     ,0869165563
C8240     ,0869094363
1325764   ,0873757579
1325786   ,0875076475
1325792   ,0869879563
1200085   ,0870203723
1326304   ,0769739735
1200086   ,0869279275
1200088   ,0869388331
1200089   ,0874130875
1200090   ,0874926155
1200092   ,0867972203
1200093   ,0868285211
1200094   ,0869120539
1200095   ,0870231371
1200097   ,0873371339
1200098   ,0873528491
1200099   ,0867861723
1200101   ,0869658987
1200102   ,0873752971
1200103   ,0868644427
1200104   ,0874446891
1200106   ,0870136363
1200107   ,0867854587
1200108   ,0869886267
1200111   ,0874463419
1200112   ,0873065995
1200113   ,0868968827
1200114   ,0874138907
1200115   ,0868772219
1200117   ,0868841355
1200118   ,0868029963
1200119   ,0870079227
1200120   ,0869662155
1200121   ,0872984715
1200122   ,0870019163
1200123   ,0868333115
1200124   ,0870131355
1200125   ,0870157691
1200126   ,0873529003
1200127   ,0873317355
1200128   ,0872797435
1200129   ,0870102987
1200130   ,0874666043
1200131   ,0868894923
1200132   ,0868911211
1200133   ,0874205243
120121    ,0968332507
1326475   ,0865782187
1326644   ,0865650443
1326835   ,0865767947
1327569   ,0881304811
1341773   ,0966736763
1341780   ,0978102811
1341781   ,0768021319
1329429   ,0977662091
C8265     ,0761063175
C8288     ,0867924299
1329759   ,0967999915
1329826   ,0965579099
1329902   ,0873630987
1329937   ,0967748811
1341794   ,0869496427
1330130   ,0761918426
C8305     ,0881661275
1330519   ,0760601642
1330577   ,0873568187
1341002   ,0965967259
1330916   ,0768627911
1330920   ,0978282331
1311753   ,0965237643
1331582   ,0874060555
1341028   ,0869610299
1332824   ,0868886379
1333177   ,0866246363
1333336   ,0967596587
1334117   ,0762132330
1334196   ,0759850442
1334396   ,0761091658
1334575   ,0872767707
1334592   ,0758255658
1335104   ,0965707467
1335111   ,0769141623
1335188   ,0874928123
1335402   ,0873169243
1335546   ,0882971195
1335547   ,0873108635
C9035     ,0769682935
1335643   ,0967682939
1335981   ,0868487467
1341073   ,0966664667
1341100   ,0673215053
1336848   ,0968630587
1337944   ,0874969099
1338811   ,0874416587
1338948   ,0867862219
1341111   ,0873739323
1341113   ,0874402779
1339210   ,0768370327
1339211   ,0873049867
1339212   ,0873802859
1341115   ,0873169707
1339709   ,0759903658
1339718   ,0762190842
1340231   ,0865535739
1340649   ,0776750085
1342868   ,0867739803
1343184   ,0873018395
1343940   ,0873953835
1344354   ,0769583831
1344566   ,0874847659
1345717   ,0873273691
1345718   ,0760689194
1371019   ,0868675211
1346493   ,0968255531
1371021   ,0968213115
1347345   ,0758251322
1348263   ,0874700507
1371040   ,0969620203
1371057   ,0868162347
1354182   ,0969555227
1354186   ,0873689531
1371085   ,0779724167
1371105   ,0874706539
1355046   ,0768721975
1355316   ,0874693499
1356475   ,0968203419
1357516   ,0760278036
1358188   ,0769733159
C9277     ,0759048490
1359236   ,0874817067
1371172   ,0869686443
1360498   ,0872938523
1360926   ,0874252123
C9299     ,0769480519
C9301     ,0769525303
C9303     ,0761485511
C9304     ,0769483431
C9308     ,0769543223
1361326   ,0762477866
C9310     ,0768803559
C9312     ,0762317223
C9314     ,0769785415
C9315     ,0768930807
C9319     ,0768898663
C9320     ,0769522663
C9321     ,0769378359
C9322     ,0767997287
C9329     ,0769375527
C8493     ,0704065651
C8494     ,0703766263
C8495     ,0703792917
1361800   ,0770276471
1361816   ,0761038762
1361850   ,0873802795
1361952   ,0873208267
1361992   ,0967368475
1362109   ,0968840203
1362199   ,0873097435
1362414   ,0968217675
1362419   ,0873640379
1362447   ,0874028635
1362458   ,0874032203
1362531   ,0965796699
1362759   ,0873934459
1362774   ,0762105642
1363252   ,0874869723
1363296   ,0866735323
C8497     ,0758364618
1363334   ,0874971115
1363340   ,0868062779
1363756   ,0778190423
1364068   ,0761593287
1364153   ,0968608747
1364167   ,0872888363
1364170   ,0872717979
1364177   ,0758781674
1364193   ,0966672635
1364218   ,0873526987
1364247   ,0966414123
1364256   ,0875534459
1311742   ,0870070779
1364364   ,0867605243
1364437   ,0869255051
1371202   ,0874308123
1364596   ,0778318951
1364678   ,0968454123
1364893   ,0768992647
1311791   ,0872813355
1365252   ,0874955099
1365351   ,0964975739
1365417   ,0965329931
1365435   ,0873266395
1311797   ,0874883195
1365510   ,0872911499
1371220   ,0752908442
1371221   ,0778737847
1366273   ,0872844971
C9401     ,0768124279
C9402     ,0769939495
C9403     ,0769645943
C9404     ,0768803895
C9410     ,0769743591
C9411     ,0769038519
C9412     ,0768880903
C9413     ,0769985671
C9414     ,0768574183
C9415     ,0769017815
1366353   ,0762153210
1367004   ,0768058391
1367251   ,0967756571
1367312   ,0760221642
1367379   ,0761511098
1367491   ,0769272119
1367620   ,0769920839
1367768   ,0768726903
